"wave","country_code","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
2,356,"3","3","4","2","5",NA,"3","6",356013,"India"
2,356,"3","3","5","2","5",NA,"4","9",356015,"India"
2,356,"3","2","2","2","2",NA,"6","9",356015,"India"
2,356,"2","2","8","1","7",NA,"3","9",356015,"India"
2,356,"2","3","7","2","9",NA,"7","7",356014,"India"
2,356,"3","3","5","2","6",NA,"1","7",356014,"India"
2,356,"3","3","4","2","4",NA,"2","7",356014,"India"
2,356,"3","3","3","2","5",NA,"2","7",356014,"India"
2,356,"4","3","5","1","2",NA,"2","9",356015,"India"
2,356,"4","2","3","1","1",NA,"2","9",356015,"India"
2,356,"3","3","7","2","5",NA,"3","7",356014,"India"
2,356,"3","2","8","2","8",NA,"2","6",356013,"India"
2,356,"2","1","8","1","7",NA,"8","7",356014,"India"
2,356,"2","2","9","2","10",NA,"4","7",356014,"India"
2,356,"3","3","1","1","3",NA,"7","9",356015,"India"
2,356,"2","2","5","2","3",NA,"2","9",356015,"India"
2,356,"3","2","5","2","10",NA,"2","9",356015,"India"
2,356,"3","3","10","2","5",NA,"2","6",356013,"India"
2,356,"3","3","5","2","5",NA,"4","7",356014,"India"
2,356,"3","3","8","2","8",NA,"4","9",356015,"India"
2,356,"3","3","5",NA,"5",NA,"2","1",356011,"India"
2,356,"1","3","10","2","10",NA,"4","9",356015,"India"
2,356,"4","2","5",NA,"5",NA,"1","6",356013,"India"
2,356,"2","4","5",NA,"6",NA,"1","1",356011,"India"
2,356,"3","2","4","2","4",NA,"3","6",356013,"India"
2,356,"2","3","6","2","5",NA,"4","1",356011,"India"
2,356,"3","3","2","2","5",NA,"1","3",356012,"India"
2,356,"3","4","5","2","3",NA,"3","6",356013,"India"
2,356,"3","4","5",NA,"1",NA,"1","1",356011,"India"
2,356,"3","4","3","2","3",NA,"1","1",356011,"India"
2,356,"1","4","5",NA,"4",NA,"1","1",356011,"India"
2,356,"3","3","6","2","5",NA,"3","9",356015,"India"
2,356,"3","3","3","2","2",NA,"5","7",356014,"India"
2,356,"2","3","3","2","10",NA,"3","1",356011,"India"
2,356,"2","3","3","2","6",NA,"5","1",356011,"India"
2,356,"2","2","3","2","9",NA,"9","1",356011,"India"
2,356,"2","2","3","2","5",NA,"3","7",356014,"India"
2,356,"1","3","5","1","10",NA,"9","9",356015,"India"
2,356,"2","2","8","2","10",NA,"3","7",356014,"India"
2,356,"2","3","8","1","2",NA,"2","9",356015,"India"
2,356,"2","3","10","2","10",NA,"7","9",356015,"India"
2,356,"1","2","5",NA,"1",NA,"6","7",356014,"India"
2,356,"1","2","9","1","5",NA,"3","9",356015,"India"
2,356,"2","4","8","1","7",NA,"4","7",356014,"India"
2,356,"2","4","5","2","7",NA,"3","9",356015,"India"
2,356,"2","2","9","2","3",NA,"2","6",356013,"India"
2,356,"2","4","4","2","7",NA,"3","1",356011,"India"
2,356,"3","3","5",NA,"5",NA,"1","1",356011,"India"
2,356,"3","3","6","1","5",NA,"5","9",356015,"India"
2,356,"2","3","6","2","6",NA,"6","1",356011,"India"
2,356,"3","3","5","2","4",NA,"3","9",356015,"India"
2,356,"3","3","4","2","5",NA,"6","9",356015,"India"
2,356,"3","2","4","2","5",NA,"4","9",356015,"India"
2,356,"3","3","10","2","9",NA,"1","7",356014,"India"
2,356,"2","3","8","2","8",NA,"1","9",356015,"India"
2,356,"2","3","5","2","2",NA,"2","7",356014,"India"
2,356,"3","3","5","1","5",NA,"1","6",356013,"India"
2,356,"3","4","5","2","5",NA,"2","3",356012,"India"
2,356,"2","3","10","2","10",NA,"No answer","7",356014,"India"
2,356,"2","3","6","2","6",NA,"3","7",356014,"India"
2,356,"1","3","5","2","5",NA,"2","1",356011,"India"
2,356,"1","3","10","1","10",NA,"1","1",356011,"India"
2,356,"1","1","10","1","10",NA,"5","7",356014,"India"
2,356,"1","3","8","2","8",NA,"4","1",356011,"India"
2,356,"2","2","7","1","5",NA,"2","7",356014,"India"
2,356,"3","3","3","2","3",NA,"3","1",356011,"India"
2,356,"1","2","9","1","9",NA,"No answer","9",356015,"India"
2,356,"1","3","10","1","10",NA,"No answer","9",356015,"India"
2,356,"3","4","3","2","3",NA,"2","3",356012,"India"
2,356,"1","2","8","1","10",NA,"7","9",356015,"India"
2,356,"3","3","7","2","9",NA,"2","6",356013,"India"
2,356,"2","2","8","2","10",NA,"7","9",356015,"India"
2,356,"3","2","3","1","5",NA,"4","6",356013,"India"
2,356,"2","3","5","1","3",NA,"4","7",356014,"India"
2,356,"2","3","7","2","10",NA,"4","6",356013,"India"
2,356,"3","2","5",NA,"6",NA,"1","1",356011,"India"
2,356,"3","4","5","2","8",NA,"1","6",356013,"India"
2,356,"1","2","10",NA,"9",NA,"5","9",356015,"India"
2,356,"1","1","9","2","9",NA,"5","9",356015,"India"
2,356,"3","2","5","1","3",NA,"5","7",356014,"India"
2,356,"2","2","5","1","5",NA,"2","7",356014,"India"
2,356,"1","1","10","1","10",NA,"2","9",356015,"India"
2,356,"2","3","6","2","6",NA,"3","6",356013,"India"
2,356,"2","4","6","2","6",NA,"4","9",356015,"India"
2,356,"2","3","8","1","9",NA,"1","7",356014,"India"
2,356,"3","3","5","2","4",NA,"4","9",356015,"India"
2,356,"2","2","5","2","8",NA,"3","6",356013,"India"
2,356,"2","2","8",NA,"6",NA,"1","1",356011,"India"
2,356,"3","3","5","1","4",NA,"1","1",356011,"India"
2,356,"3","3","4","1","9",NA,"1","1",356011,"India"
2,356,"3","2","6","2","5",NA,"3","7",356014,"India"
2,356,"3","3","5","2","5",NA,"No answer","9",356015,"India"
2,356,"3","3","1","2","4",NA,"1","6",356013,"India"
2,356,"1","1","8","2","8",NA,"1","9",356015,"India"
2,356,"1","3","9","2","5",NA,"1","6",356013,"India"
2,356,"3","3","4","1","5",NA,"1","9",356015,"India"
2,356,"1","3","5","1","6",NA,"2","9",356015,"India"
2,356,"2","1","3","2","4",NA,"2","9",356015,"India"
2,356,"2","1","4","2","3",NA,"1","6",356013,"India"
2,356,"1","2","3",NA,NA,NA,"2","6",356013,"India"
2,356,"2","2","7","2","5",NA,"2","9",356015,"India"
2,356,"3","3","3","2","5",NA,"1","1",356011,"India"
2,356,"2","2","5","1","8",NA,"3","7",356014,"India"
2,356,"2","2","5","2","5",NA,"2","9",356015,"India"
2,356,"2","3","8","1","10",NA,"2","9",356015,"India"
2,356,"2","2","5","2","6",NA,"2","9",356015,"India"
2,356,"2","2","5","2","7",NA,"2","3",356012,"India"
2,356,"2","2","6","2","8",NA,"3","7",356014,"India"
2,356,"2","2","5",NA,"6",NA,"2","3",356012,"India"
2,356,"3","2","5","1","4",NA,"1","6",356013,"India"
2,356,"2","2","6","2","6",NA,"3","9",356015,"India"
2,356,"1","1","7","2","6",NA,"3","9",356015,"India"
2,356,"2","2","8","1","5",NA,"3","6",356013,"India"
2,356,"2","2","4","2","3",NA,"2","1",356011,"India"
2,356,"2","2","2","2","4",NA,"1","7",356014,"India"
2,356,"2","4","5","2","4",NA,"1","1",356011,"India"
2,356,"4","2","3",NA,"2",NA,"3","9",356015,"India"
2,356,"3","2","3",NA,"4",NA,"3","7",356014,"India"
2,356,"2","1","5","2","3",NA,"2","7",356014,"India"
2,356,"2","1","7","2","7",NA,"2","9",356015,"India"
2,356,"3","2","5","1","4",NA,"2","6",356013,"India"
2,356,"3","2",NA,"2","3",NA,"1","1",356011,"India"
2,356,"2","2","6","2","4",NA,"1","7",356014,"India"
2,356,"2","3","5","1","5",NA,"1","1",356011,"India"
2,356,"2","3","8","2",NA,NA,"2","7",356014,"India"
2,356,"2","3","7",NA,"6",NA,"1","7",356014,"India"
2,356,"4","2","5","2","3",NA,"2","7",356014,"India"
2,356,"2","3","5","1","5",NA,"1","1",356011,"India"
2,356,"3","1","5","1","4",NA,"2","9",356015,"India"
2,356,"2","3","5","1","3",NA,"2","1",356011,"India"
2,356,"4","2","7","2","5",NA,"No answer","7",356014,"India"
2,356,"2","2","7","1","7",NA,"3","6",356013,"India"
2,356,"2","2","5","2","5",NA,"2","9",356015,"India"
2,356,"1","3","9","1","9",NA,"4","9",356015,"India"
2,356,"3","3","2","1","2",NA,"1","3",356012,"India"
2,356,"2","2","8","1","4",NA,"2","9",356015,"India"
2,356,"2","1","5","2","5",NA,"2","9",356015,"India"
2,356,"1","1","10","2","5",NA,"3","7",356014,"India"
2,356,"1","1","10","2","9",NA,"3","9",356015,"India"
2,356,"2","1","5","1","4",NA,"2","9",356015,"India"
2,356,"3","2","8","2","5",NA,"3","9",356015,"India"
2,356,"2","2","6",NA,"5",NA,"4","9",356015,"India"
2,356,"4","2","5","2","5",NA,"1","1",356011,"India"
2,356,"2","1","2","1","4",NA,"2","7",356014,"India"
2,356,"3","1","5","1","8",NA,"2","7",356014,"India"
2,356,"1","2","9",NA,"10",NA,"3","1",356011,"India"
2,356,"1","1","10",NA,"10",NA,"2","6",356013,"India"
2,356,"1","1","7","1","8",NA,"4","9",356015,"India"
2,356,"1","1","10","1","8",NA,"3","6",356013,"India"
2,356,"1","4","10","2","5",NA,"1","1",356011,"India"
2,356,"2","4","5",NA,NA,NA,"3","6",356013,"India"
2,356,"1","1","9",NA,"9",NA,"3","9",356015,"India"
2,356,"1","2","9","1","5",NA,"4","9",356015,"India"
2,356,"2","2","5","1","4",NA,"4","6",356013,"India"
2,356,"2","1","6","2","6",NA,"3","6",356013,"India"
2,356,"2","3","10","1","5",NA,"4","6",356013,"India"
2,356,"2","2","10","2","4",NA,"3","9",356015,"India"
2,356,"2","1","8","1","8",NA,"4","9",356015,"India"
2,356,"1","1","10","2","6",NA,"3","9",356015,"India"
2,356,"1","1","10","2","10",NA,"2","9",356015,"India"
2,356,"2","1","8","1","8",NA,"5","6",356013,"India"
2,356,"2","2","8","2","6",NA,"2","6",356013,"India"
2,356,"4","2","1","2","9",NA,"7","9",356015,"India"
2,356,"2","3","9","2","9",NA,"6","9",356015,"India"
2,356,"2","1","6","1","8",NA,"4","9",356015,"India"
2,356,"2","1","5","2","5",NA,"4","7",356014,"India"
2,356,"1","4","10","1","5",NA,"2","1",356011,"India"
2,356,"2","1","10","1","8",NA,"5","6",356013,"India"
2,356,"2","1","10","2","8",NA,"3","7",356014,"India"
2,356,"3","5","8","2","6",NA,"6","1",356011,"India"
2,356,"2","3","7","1","10",NA,"5","7",356014,"India"
2,356,"1","1","10","1","5",NA,"3","7",356014,"India"
2,356,"2","1","8","2","6",NA,"7","7",356014,"India"
2,356,"2","2","5","2","7",NA,"3","6",356013,"India"
2,356,"1","1","10","1","7",NA,"7","9",356015,"India"
2,356,"1","1","10","2","10",NA,"3","9",356015,"India"
2,356,"1","1","10","2","10",NA,"3","7",356014,"India"
2,356,"3","1","6","2","5",NA,"3","9",356015,"India"
2,356,"2","2","5","2","5",NA,"3","3",356012,"India"
2,356,"2","4","5","1","7",NA,"3","6",356013,"India"
2,356,"2","3","5","2","7",NA,"2","1",356011,"India"
2,356,"3","1","3","2","3",NA,"2","3",356012,"India"
2,356,"2","2","2","2","3",NA,"4","9",356015,"India"
2,356,"2","2","8","2","10",NA,"7","9",356015,"India"
2,356,"2","1","5","2","8",NA,"6","9",356015,"India"
2,356,"1","3","10","2","10",NA,"4","6",356013,"India"
2,356,"1","1","3","2","3",NA,"4","9",356015,"India"
2,356,"1","1","8","2","8",NA,"6","9",356015,"India"
2,356,"1","1","8","1","10",NA,"6","6",356013,"India"
2,356,"1","1","3","2","10",NA,"5","1",356011,"India"
2,356,"1","3","9","1","9",NA,"4","1",356011,"India"
2,356,"1","4","8","2","10",NA,"5","1",356011,"India"
2,356,"2","1","10","2","8",NA,"6","6",356013,"India"
2,356,"3","1","6","2","8",NA,"3","7",356014,"India"
2,356,"1","2","5",NA,"5",NA,"4","6",356013,"India"
2,356,"2","2","5","2","5",NA,"4","9",356015,"India"
2,356,"3","3","2","2","6",NA,"4","7",356014,"India"
2,356,"2","2","5","2","5",NA,"2","1",356011,"India"
2,356,"2","3","3","2","8",NA,"3","9",356015,"India"
2,356,"2","1","7","2","6",NA,"4","9",356015,"India"
2,356,"2","2","5","1","5",NA,"3","9",356015,"India"
2,356,"1","1","10","2","7",NA,"6","6",356013,"India"
2,356,"2","1","10","1","6",NA,"3","9",356015,"India"
2,356,"3","2","5","2","6",NA,"2","9",356015,"India"
2,356,"4","2","3","2","6",NA,"4","7",356014,"India"
2,356,"2","1","5","2","6",NA,"2","7",356014,"India"
2,356,"3","3","5","1","5",NA,"3","1",356011,"India"
2,356,"2","1","5","2","4",NA,"3","6",356013,"India"
2,356,"2","3","6","2","5",NA,"3","3",356012,"India"
2,356,"2","1","2","2","6",NA,"4","7",356014,"India"
2,356,"1","1","5","1","5",NA,"4","1",356011,"India"
2,356,"3","4","3","2","2",NA,"3","1",356011,"India"
2,356,"2","3","8","1","4",NA,"3","9",356015,"India"
2,356,"2","2","8","1","6",NA,"3","6",356013,"India"
2,356,"1","2","8","1","6",NA,"4","9",356015,"India"
2,356,"2","1","10","2","5",NA,"3","6",356013,"India"
2,356,"2","2","9","2","6",NA,"3","6",356013,"India"
2,356,"1","1","5","2","6",NA,"2","6",356013,"India"
2,356,"1","1","4","1","5",NA,"3","7",356014,"India"
2,356,"2","1","5","2","5",NA,"3","6",356013,"India"
2,356,"1","2","6","2","5",NA,"3","9",356015,"India"
2,356,"2","2","9","2","8",NA,"2","9",356015,"India"
2,356,"1","1","8","1","7",NA,"2","6",356013,"India"
2,356,"3","4","3","2","5",NA,"2","6",356013,"India"
2,356,"3","3","3","2","3",NA,"3","1",356011,"India"
2,356,"2","3","4","1","6",NA,"3","1",356011,"India"
2,356,"2","2","7","2","5",NA,"3","9",356015,"India"
2,356,"2","3","5","2","6",NA,"3","6",356013,"India"
2,356,"2","2","5","2","8",NA,"2","9",356015,"India"
2,356,"3","4","4","1","3",NA,"1","1",356011,"India"
2,356,"1","1","5","2","5",NA,"3","1",356011,"India"
2,356,"3","1","5","2","9",NA,"3","9",356015,"India"
2,356,"1","1","10","2","8",NA,"6","9",356015,"India"
2,356,"2","1","10","2","10",NA,"4","6",356013,"India"
2,356,"1","2","7","2","6",NA,"2","6",356013,"India"
2,356,"2","1","10","2","6",NA,"3","6",356013,"India"
2,356,"2","1","10","1","9",NA,"3","6",356013,"India"
2,356,"2","2","5","2","8",NA,"3","6",356013,"India"
2,356,"2","4","5","2","10",NA,"4","6",356013,"India"
2,356,"1","2","10","1","9",NA,"5","9",356015,"India"
2,356,"2","2","3","2","5",NA,"2","3",356012,"India"
2,356,"2","2","10","1","5",NA,"6","6",356013,"India"
2,356,"2","3","10",NA,"10",NA,"2","1",356011,"India"
2,356,"1","3","7","2","7",NA,"3","6",356013,"India"
2,356,"3","1","8","1","8",NA,"1","1",356011,"India"
2,356,"2","2","10","2","5",NA,"2","1",356011,"India"
2,356,"2","2","10","1","6",NA,"1","1",356011,"India"
2,356,"3","2","3","2","5",NA,"3","9",356015,"India"
2,356,"2","3","5","2","5",NA,"4","9",356015,"India"
2,356,"2","2","3","2","2",NA,"3","9",356015,"India"
2,356,"2","2","7","2","9",NA,"3","9",356015,"India"
2,356,"2","1","7","1","7",NA,"3","6",356013,"India"
2,356,"3","3","6","2","7",NA,"3","7",356014,"India"
2,356,"2","1","10","2","10",NA,"1","3",356012,"India"
2,356,"2","1","10","2","10",NA,"5","6",356013,"India"
2,356,"2","2","10","2","5",NA,"4","9",356015,"India"
2,356,"1","2","10","2","10",NA,"3","6",356013,"India"
2,356,"3","3","1","2","1",NA,"1","7",356014,"India"
2,356,"4","3","6","2","7",NA,"1","7",356014,"India"
2,356,"1","1","10","2","10",NA,"6","9",356015,"India"
2,356,"3","2","9","2","7",NA,"3","9",356015,"India"
2,356,"3","2","10","2",NA,NA,"1","9",356015,"India"
2,356,"2","2","10","2","7",NA,"4","7",356014,"India"
2,356,"4","2","2","1","3",NA,"1","3",356012,"India"
2,356,"1","2","8","2","6",NA,"3","7",356014,"India"
2,356,"2","2","10","1","7",NA,"2","6",356013,"India"
2,356,"1","1","6","1","6",NA,"4","9",356015,"India"
2,356,"2","1","5","2","2",NA,"4","9",356015,"India"
2,356,"2","3","8",NA,"1",NA,"No answer","7",356014,"India"
2,356,"1","1","5","2","10",NA,"4","9",356015,"India"
2,356,"2","2","5","2","6",NA,"6","7",356014,"India"
2,356,"1","3","8","1","5",NA,"8","6",356013,"India"
2,356,"2","2","5","1","7",NA,"3","6",356013,"India"
2,356,"2","4","3",NA,"5",NA,"4","1",356011,"India"
2,356,"2","1","6","1","9",NA,"2","7",356014,"India"
2,356,"3","1","7","1","8",NA,"2","6",356013,"India"
2,356,"1","1","10","2","9",NA,"6","7",356014,"India"
2,356,"2","2","4","1","5",NA,"4","1",356011,"India"
2,356,"3","4","2",NA,"3",NA,"3","1",356011,"India"
2,356,"2","1","6","1","10",NA,"8","9",356015,"India"
2,356,"2","1","8","1","8",NA,"8","9",356015,"India"
2,356,"2","2","9","2","8",NA,"9","7",356014,"India"
2,356,"2","2","9","2","7",NA,"7","7",356014,"India"
2,356,"1","1","6","1","9",NA,"6","9",356015,"India"
2,356,"2","2","8","2","6",NA,"6","9",356015,"India"
2,356,"2","4","8","1","6",NA,"6","6",356013,"India"
2,356,"1","3","5","1","5",NA,"9","6",356013,"India"
2,356,"3","2","8","2","7",NA,"6","9",356015,"India"
2,356,"2","2","9","1","9",NA,"5","9",356015,"India"
2,356,"3","2","8","1","5",NA,"5","9",356015,"India"
2,356,"2","2","5","1","5",NA,"3","6",356013,"India"
2,356,"1","3","8","1","7",NA,"5","6",356013,"India"
2,356,"1","2","10","1","8",NA,"3","7",356014,"India"
2,356,"3","3","8","1","4",NA,"7","9",356015,"India"
2,356,"2","3","5","2","5",NA,"5","7",356014,"India"
2,356,"2","1","8","1","2",NA,"2","9",356015,"India"
2,356,"2","2","5","1","5",NA,"3","9",356015,"India"
2,356,"2","4","5","1","9",NA,"7","9",356015,"India"
2,356,"2","2","5","2","5",NA,"1","3",356012,"India"
2,356,"2","4","10","2","5",NA,"2","7",356014,"India"
2,356,"3","4","3","2","5",NA,"2","9",356015,"India"
2,356,"1","1","10","1","9",NA,"2","6",356013,"India"
2,356,"3","2","7","2","4",NA,"1","6",356013,"India"
2,356,"2","2","5","2","5",NA,"1","6",356013,"India"
2,356,"2","2","6","2","10",NA,"2","7",356014,"India"
2,356,"2","3","8","1","8",NA,"7","9",356015,"India"
2,356,"2","2","8","2","7",NA,"7","9",356015,"India"
2,356,"3","3","10","2","5",NA,"1","9",356015,"India"
2,356,"3","3","7","2","7",NA,"3","7",356014,"India"
2,356,"2","2","8","2","7",NA,"2","7",356014,"India"
2,356,"1","3","10","2","5",NA,"2","7",356014,"India"
2,356,"3","2","5","1","5",NA,"2","6",356013,"India"
2,356,"2","2","8","2","7",NA,"5","7",356014,"India"
2,356,"3","3","6","1","7",NA,"10","9",356015,"India"
2,356,"3","5","2","1","2",NA,"2","1",356011,"India"
2,356,"3","2","9","1","8",NA,"1","1",356011,"India"
2,356,"2","1","6","1","6",NA,"1","1",356011,"India"
2,356,"3","1","4","2","4",NA,"1","6",356013,"India"
2,356,"1","2","9","2","10",NA,"10","7",356014,"India"
2,356,"1","1","10","2","8",NA,"3","7",356014,"India"
2,356,"2","2","6","2","7",NA,"4","9",356015,"India"
2,356,"1","1","8","2","8",NA,"6","9",356015,"India"
2,356,"2","2","7","2","5",NA,"4","9",356015,"India"
2,356,"3","2","7","2","7",NA,"6","6",356013,"India"
2,356,"1","3","9","2","9",NA,"4","3",356012,"India"
2,356,NA,"5","1","2","1",NA,"1","1",356011,"India"
2,356,"3","3","5","2","4",NA,"3","1",356011,"India"
2,356,"2","2","5",NA,"7",NA,"7","7",356014,"India"
2,356,"3","1","6","2","1",NA,"5","7",356014,"India"
2,356,"4","3","1","2","3",NA,"7","6",356013,"India"
2,356,"1","1","10","1","10",NA,"1","6",356013,"India"
2,356,"1","3","7","2","7",NA,"1","1",356011,"India"
2,356,"3","3","6","2","6",NA,"3","7",356014,"India"
2,356,"2","2","6","1","7",NA,"5","9",356015,"India"
2,356,"1","1","10","1","10",NA,"5","9",356015,"India"
2,356,"2","2","9","2","9",NA,"3","1",356011,"India"
2,356,"1","1","9","2","9",NA,"1","3",356012,"India"
2,356,"3","3","6","1","9",NA,"2","7",356014,"India"
2,356,"3","3","3","2","5",NA,"1","1",356011,"India"
2,356,"3","2","10","2","5",NA,"1","7",356014,"India"
2,356,"2","3","6","2","6",NA,"6","9",356015,"India"
2,356,"1","1","10","1","9",NA,"7","9",356015,"India"
2,356,"1",NA,"5","2","10",NA,"4","7",356014,"India"
2,356,"2","2","8","2","7",NA,"6","9",356015,"India"
2,356,"3","3","6","1","4",NA,"8","9",356015,"India"
2,356,"1","1","10","1","10",NA,"8","9",356015,"India"
2,356,"1","4","9","2","10",NA,"No answer","7",356014,"India"
2,356,"2","2","5","2","7",NA,"4","9",356015,"India"
2,356,"3","4","6","2","2",NA,"1","1",356011,"India"
2,356,"2","2","8","1","9",NA,"1","6",356013,"India"
2,356,"2","4","5","2","5",NA,"No answer","9",356015,"India"
2,356,"1","1","10","2","10",NA,"No answer","9",356015,"India"
2,356,"1","1","5","1","6",NA,"1","9",356015,"India"
2,356,"3","3","6","1","7",NA,"No answer","9",356015,"India"
2,356,"2","3","5","2","5",NA,"3","7",356014,"India"
2,356,"2","1","8","1","6",NA,"4","9",356015,"India"
2,356,"2","3","8","2","10",NA,"4","7",356014,"India"
2,356,"2","3","5","2","4",NA,"2","7",356014,"India"
2,356,"1","1","7","2","10",NA,"5","9",356015,"India"
2,356,"2","2","8","2","6",NA,"4","7",356014,"India"
2,356,"2","2","6","2","5",NA,"3","9",356015,"India"
2,356,"2","1","8","2","10",NA,"3","6",356013,"India"
2,356,"2","3","5","2","4",NA,"1","6",356013,"India"
2,356,"3","4","4","2","4",NA,"5","9",356015,"India"
2,356,"1","2","6","2","10",NA,"6","9",356015,"India"
2,356,"1","3","9","2","6",NA,"3","7",356014,"India"
2,356,"3","2","5","2","6",NA,"2","7",356014,"India"
2,356,"1","3","5","2","10",NA,"8","6",356013,"India"
2,356,"1","3","5","2","6",NA,"4","6",356013,"India"
2,356,"1","1","6","2","10",NA,"6","6",356013,"India"
2,356,"3","1","5","2","5",NA,"5","7",356014,"India"
2,356,"2","3","5","2","6",NA,"6","7",356014,"India"
2,356,"2","3","3","2","3",NA,"2","9",356015,"India"
2,356,"1","2","10","1","10",NA,"6","7",356014,"India"
2,356,"3","2","3","2","6",NA,"4","7",356014,"India"
2,356,"1","2","10","2","10",NA,"8","9",356015,"India"
2,356,"2","2","7","1","7",NA,"8","9",356015,"India"
2,356,"2","2","8","1","9",NA,"5","7",356014,"India"
2,356,"2","3","6","2","8",NA,"5","7",356014,"India"
2,356,"1","2","10","2","10",NA,"8","6",356013,"India"
2,356,"4","3","1","2","3",NA,"6","9",356015,"India"
2,356,"2","2","8","2","10",NA,"8","9",356015,"India"
2,356,"3","1","6","2","10",NA,"6","6",356013,"India"
2,356,"1","2","6","2","5",NA,"1","7",356014,"India"
2,356,"3","3","6","2","5",NA,"2","7",356014,"India"
2,356,"3","2","4","2","5",NA,"1","6",356013,"India"
2,356,"2","2","2","2","1",NA,"1","6",356013,"India"
2,356,"1","3","8","2","6",NA,"1","9",356015,"India"
2,356,"1","2","6","2","6",NA,"2","6",356013,"India"
2,356,"2","3","3","2","3",NA,"4","9",356015,"India"
2,356,"2","3","5","2","3",NA,"3","6",356013,"India"
2,356,"3","2","5","1",NA,NA,"1","6",356013,"India"
2,356,"1","3","4","2","9",NA,"5","3",356012,"India"
2,356,"1","2","6","2","10",NA,"5","3",356012,"India"
2,356,"2","3","9","2","9",NA,"6","3",356012,"India"
2,356,"1","3","3","2","10",NA,"6","3",356012,"India"
